_id,name,images
1063,Logitech M525 Wireless Mouse,"""[\""https://s3.amazonaws.com/fec.amazin/1063_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1063_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1063_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1063_4.jpg\""]"""
1064,HyperX Cloud Flight - Wireless Gaming Headset,"""[\""https://s3.amazonaws.com/fec.amazin/1064_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1064_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1064_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1064_4.jpg\""]"""
1065,RUNMUS Gaming Headset Xbox One,"""[\""https://s3.amazonaws.com/fec.amazin/1065_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1065_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1065_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1065_4.jpg\""]"""
1066,Livoty Surround Stereo Gaming Headset,"""[\""https://s3.amazonaws.com/fec.amazin/1066_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1066_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1066_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1066_4.jpg\""]"""
1067,Razer D.Va Meka Headset,"""[\""https://s3.amazonaws.com/fec.amazin/1067_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1067_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1067_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1067_4.jpg\""]"""
1068,Sennheiser GSP 600 Professional Gaming Headset,"""[\""https://s3.amazonaws.com/fec.amazin/1068_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1068_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1068_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1068_4.jpg\""]"""
1069,SteelSeries Arctis 7 (2019 Edition) Lossless Wireless Gaming Headset,"""[\""https://s3.amazonaws.com/fec.amazin/1069_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1069_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1069_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1069_4.jpg\""]"""
1070,CORSAIR Void PRO RGB Wireless Gaming Headset,"""[\""https://s3.amazonaws.com/fec.amazin/1070_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1070_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1070_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1070_4.jpg\""]"""
1071,HP Wired Desktop Combo c2500,"""[\""https://s3.amazonaws.com/fec.amazin/1071_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1071_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1071_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1071_4.jpg\""]"""
1072,Microsoft Wireless Desktop 850,"""[\""https://s3.amazonaws.com/fec.amazin/1072_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1072_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1072_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1072_4.jpg\""]"""
1073,Logitech MK550 Wireless Wave Keyboard and Mouse Combo,"""[\""https://s3.amazonaws.com/fec.amazin/1073_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1073_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1073_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1073_4.jpg\""]"""
1074,Microsoft Sculpt Ergonomic Wireless Desktop Keyboard and Mouse,"""[\""https://s3.amazonaws.com/fec.amazin/1074_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1074_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1074_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1074_4.jpg\""]"""
1075,"[LED Touch Design] Bluetooth Speaker, XLEADER Portable Wireless Bluetooth Speakers with HD Sound/ 12-Hour Playtime/Bluetooth 4.1 / Micro SD Support, for iPhone/ipad/Tablet/Laptop/Echo dot (Rose Gold)","""[\""https://s3.amazonaws.com/fec.amazin/1075_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1075_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1075_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1075_4.jpg\""]"""
1076,JBL Flip 4 Bluetooth Portable Stereo Speaker - black,"""[\""https://s3.amazonaws.com/fec.amazin/1076_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1076_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1076_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1076_4.jpg\""]"""
1077,Echo Dot (3rd Gen) - Smart speaker with Alexa - Charcoal,"""[\""https://s3.amazonaws.com/fec.amazin/1077_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1077_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1077_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1077_4.jpg\""]"""
1078,"OontZ Angle 3 (3rd Gen) - Bluetooth Portable Speaker, Louder Volume, Crystal Clear Stereo Sound, Rich Bass, 100 Foot Wireless Range, Microphone, IPX5, Bluetooth Speakers by Cambridge Sound Works (Black)","""[\""https://s3.amazonaws.com/fec.amazin/1078_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1078_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1078_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1078_4.jpg\""]"""
1079,"Portable Outdoor and Shower Bluetooth 4.1 Speaker by AYL SoundFit, Water Resistant, Wireless with 10 Hour Rechargeable Battery Life, Powerful Audio Driver, Pairs with All Bluetooth Devices","""[\""https://s3.amazonaws.com/fec.amazin/1079_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1079_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1079_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1079_4.jpg\""]"""
1080,"VicTsing SoundHot C6 Portable Bluetooth Speaker, Waterproof Bluetooth Speaker with 6H Playtime, Lound HD Sound, Shower Speaker with Suction Cup & Sturdy Hook, Compatible with IOS, Android, PC, Pad","""[\""https://s3.amazonaws.com/fec.amazin/1080_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1080_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1080_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1080_4.jpg\""]"""
1081,"Bluetooth Speakers, Anker Soundcore Bluetooth Speaker with Loud Stereo Sound, Rich Bass, 24-Hour Playtime, Built-in Mic. Perfect Portable Wireless Speaker for iPhone, Samsung and More","""[\""https://s3.amazonaws.com/fec.amazin/1081_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1081_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1081_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1081_4.jpg\""]"""
1082,"ZoeeTree S1 Wireless Bluetooth Speaker, Portable V4.2+EDR Stereo Speakers with Loud HD Audio and Bass, Built-In Mic, FM Radio, 12H Playtime","""[\""https://s3.amazonaws.com/fec.amazin/1082_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1082_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1082_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1082_4.jpg\""]"""
1083,"A2 LENRUE Portable Wireless Bluetooth Speaker with Built-in-Mic,Handsfree Call,AUX Line,TF Card,HD Sound and Bass for iPhone Ipad Android Smartphone and More(Rose Gold)","""[\""https://s3.amazonaws.com/fec.amazin/1083_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1083_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1083_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1083_4.jpg\""]"""
1084,AmazonBasics Computer Speakers for Desktop or Laptop PC | USB-Powered,"""[\""https://s3.amazonaws.com/fec.amazin/1084_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1084_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1084_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1084_4.jpg\""]"""
1085,PSB Alpha T20 Tower Speaker - Black Ash,"""[\""https://s3.amazonaws.com/fec.amazin/1085_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1085_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1085_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1085_4.jpg\""]"""
1086,"COMISO Waterproof Bluetooth Speakers Outdoor Wireless Portable Speaker with 20 Hours Playtime Superior Sound for Camping, Beach, Sports, Pool Party, Shower (Dark Grey)","""[\""https://s3.amazonaws.com/fec.amazin/1086_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1086_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1086_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1086_4.jpg\""]"""
1087,Ultimate Ears BOOM 2 LE Limited Edition Wireless Speaker Phantom,"""[\""https://s3.amazonaws.com/fec.amazin/1087_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1087_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1087_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1087_4.jpg\""]"""
1088,"ION Audio Block Rocker Plus | 100W Portable Speaker, Battery Powered with Bluetooth Connectivity, Microphone & Cable, AM/FM Radio, Wheels & Telescopic Handle and USB Charging For Smartphones & Tablets","""[\""https://s3.amazonaws.com/fec.amazin/1088_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1088_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1088_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1088_4.jpg\""]"""
1089,JBL Clip 3 Portable Waterproof Wireless Bluetooth Speaker - Black,"""[\""https://s3.amazonaws.com/fec.amazin/1089_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1089_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1089_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1089_4.jpg\""]"""
1090,"AOMAIS Sport II Portable Wireless Bluetooth Speakers Waterproof IPX7, 15H Playtime, 20W Bass Sound, Stereo Pairing, Durable Design Backyard, Outdoors, Travel, Pool, Home Party (Orange)","""[\""https://s3.amazonaws.com/fec.amazin/1090_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1090_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1090_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1090_4.jpg\""]"""
1091,"DOSS SoundBox Pro Portable Wireless Bluetooth Speaker V4.2 with 20W Stereo Sound, Active Extra Bass, Wireless Stereo Paring, Multiple Colors Lights, Waterproof IPX5, 10 Hrs Battery Life - Black","""[\""https://s3.amazonaws.com/fec.amazin/1091_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1091_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1091_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1091_4.jpg\""]"""
1092,"DOSS SoundBox XL 32W Bluetooth Speakers, Louder Volume 20W Driver, Enhanced Bass with 12W Subwoofer. Perfect Wireless Speaker for Phone, Tablet, TV, and more","""[\""https://s3.amazonaws.com/fec.amazin/1092_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1092_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1092_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1092_4.jpg\""]"""
1093,"Bluetooth Speakers Waterproof Portable Speaker, Unbreakable, 20W Dual Driver, Enhanced Bass, 5200mAh Powerbank, Dustproof, Shockproof, Built-in Mic, NFC Support, 24 Hours Play for Party, Pool, Camping","""[\""https://s3.amazonaws.com/fec.amazin/1093_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1093_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1093_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1093_4.jpg\""]"""
1094,"DOSS SoundBox Bluetooth Speaker, Portable Wireless Bluetooth 4.0 Touch Speakers with 12W HD Sound and Bold Bass, Handsfree, 12H Playtime for Phone, Tablet, TV, Gift Ideas[White]","""[\""https://s3.amazonaws.com/fec.amazin/1094_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1094_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1094_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1094_4.jpg\""]"""
1095,JBL GO 2 Portable Bluetooth Waterproof Speaker (Deep Sea Blue),"""[\""https://s3.amazonaws.com/fec.amazin/1095_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1095_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1095_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1095_4.jpg\""]"""
1096,Beats Pill+ Portable Speaker - Black,"""[\""https://s3.amazonaws.com/fec.amazin/1096_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1096_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1096_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1096_4.jpg\""]"""
1097,"Bose SoundLink Micro Bluetooth speaker - Black
","""[\""https://s3.amazonaws.com/fec.amazin/1097_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1097_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1097_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1097_4.jpg\""]"""
1098,Edifier R1280T Powered Bookshelf Speakers - 2.0 Active Near Field Monitors - Studio Monitor Speaker - Wooden Enclosure - 42 Watts RMS,"""[\""https://s3.amazonaws.com/fec.amazin/1098_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1098_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1098_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1098_4.jpg\""]"""
1099,Harman Kardon Onyx Studio 4 Wireless Bluetooth Speaker Black (New Model,"""[\""https://s3.amazonaws.com/fec.amazin/1099_1.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1099_2.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1099_3.jpg\"",\""https://s3.amazonaws.com/fec.amazin/1099_4.jpg\""]"""
